,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A02,SYBR,,Unkn,,,22.8594951406716,22.8594951406716,0,NaN,NaN,NaN,0,72,
,A03,SYBR,,Unkn,,,22.3489627967816,22.3489627967816,0,NaN,NaN,NaN,0,72,
,A04,SYBR,,Unkn,,,21.4554847226611,21.4554847226611,0,NaN,NaN,NaN,0,72,
,A05,SYBR,,Unkn,,,22.5279067672784,22.5279067672784,0,NaN,NaN,NaN,0,72,
,A06,SYBR,,Unkn,,,21.6059658210574,21.6059658210574,0,NaN,NaN,NaN,0,72,
,A07,SYBR,,Unkn,,,21.2690398342847,21.2690398342847,0,NaN,NaN,NaN,0,72,
,A08,SYBR,,Unkn,,,21.6653398171648,21.6653398171648,0,NaN,NaN,NaN,0,72,
,A09,SYBR,,Unkn,,,22.1018414617571,22.1018414617571,0,NaN,NaN,NaN,0,72,
,B02,SYBR,,Unkn,,,22.9012282472585,22.9012282472585,0,NaN,NaN,NaN,0,72,
,B03,SYBR,,Unkn,,,22.2504284908306,22.2504284908306,0,NaN,NaN,NaN,0,72,
,B04,SYBR,,Unkn,,,21.3053282775592,21.3053282775592,0,NaN,NaN,NaN,0,72,
,B05,SYBR,,Unkn,,,22.430753320025,22.430753320025,0,NaN,NaN,NaN,0,72,
,B06,SYBR,,Unkn,,,21.3631527568351,21.3631527568351,0,NaN,NaN,NaN,0,72,
,B07,SYBR,,Unkn,,,21.1902156758379,21.1902156758379,0,NaN,NaN,NaN,0,72,
,B08,SYBR,,Unkn,,,21.5670132350367,21.5670132350367,0,NaN,NaN,NaN,0,72,
,B09,SYBR,,Unkn,,,21.7810146125183,21.7810146125183,0,NaN,NaN,NaN,0,72,
,C02,SYBR,,Unkn,,,22.8544637835368,22.8544637835368,0,NaN,NaN,NaN,0,72,
,C03,SYBR,,Unkn,,,22.3126265313927,22.3126265313927,0,NaN,NaN,NaN,0,72,
,C04,SYBR,,Unkn,,,21.0696323740244,21.0696323740244,0,NaN,NaN,NaN,0,72,
,C05,SYBR,,Unkn,,,22.1892103876036,22.1892103876036,0,NaN,NaN,NaN,0,72,
,C06,SYBR,,Unkn,,,21.2268624205321,21.2268624205321,0,NaN,NaN,NaN,0,72,
,C07,SYBR,,Unkn,,,21.0947783379705,21.0947783379705,0,NaN,NaN,NaN,0,72,
,C08,SYBR,,Unkn,,,21.3501307446581,21.3501307446581,0,NaN,NaN,NaN,0,72,
,C09,SYBR,,Unkn,,,21.4775041091919,21.4775041091919,0,NaN,NaN,NaN,0,72,
,C10,SYBR,,Unkn,,,33.0829743258187,33.0829743258187,0,NaN,NaN,NaN,0,72,
,C11,SYBR,,Unkn,,,31.4519212586724,31.4519212586724,0,NaN,NaN,NaN,0,72,
,D02,SYBR,,Unkn,,,31.5380491335392,31.5380491335392,0,NaN,NaN,NaN,0,72,
,D03,SYBR,,Unkn,,,29.8893393572383,29.8893393572383,0,NaN,NaN,NaN,0,72,
,D04,SYBR,,Unkn,,,30.8381134478197,30.8381134478197,0,NaN,NaN,NaN,0,72,
,D05,SYBR,,Unkn,,,23.9056160933203,23.9056160933203,0,NaN,NaN,NaN,0,72,
,D06,SYBR,,Unkn,,,29.3399154388896,29.3399154388896,0,NaN,NaN,NaN,0,72,
,D07,SYBR,,Unkn,,,29.1514076282949,29.1514076282949,0,NaN,NaN,NaN,0,72,
,D08,SYBR,,Unkn,,,29.8409018717681,29.8409018717681,0,NaN,NaN,NaN,0,72,
,D09,SYBR,,Unkn,,,31.3911236629668,31.3911236629668,0,NaN,NaN,NaN,0,72,
,D10,SYBR,,Unkn,,,32.5515258706533,32.5515258706533,0,NaN,NaN,NaN,0,72,
,D11,SYBR,,Unkn,,,34.1092889197685,34.1092889197685,0,NaN,NaN,NaN,0,72,
,E02,SYBR,,Unkn,,,30.4251747005907,30.4251747005907,0,NaN,NaN,NaN,0,72,
,E03,SYBR,,Unkn,,,38.7139691885147,38.7139691885147,0,NaN,NaN,NaN,0,72,
,E04,SYBR,,Unkn,,,31.1491216205367,31.1491216205367,0,NaN,NaN,NaN,0,72,
,E05,SYBR,,Unkn,,,23.5691636962401,23.5691636962401,0,NaN,NaN,NaN,0,72,
,E06,SYBR,,Unkn,,,29.4676847595104,29.4676847595104,0,NaN,NaN,NaN,0,72,
,E07,SYBR,,Unkn,,,29.0776307658961,29.0776307658961,0,NaN,NaN,NaN,0,72,
,E08,SYBR,,Unkn,,,30.0914586260514,30.0914586260514,0,NaN,NaN,NaN,0,72,
,E09,SYBR,,Unkn,,,31.474963153323,31.474963153323,0,NaN,NaN,NaN,0,72,
,E10,SYBR,,Unkn,,,36.5972413709517,36.5972413709517,0,NaN,NaN,NaN,0,72,
,E11,SYBR,,Unkn,,,30.4130853552448,30.4130853552448,0,NaN,NaN,NaN,0,72,
,F02,SYBR,,Unkn,,,30.4820666281332,30.4820666281332,0,NaN,NaN,NaN,0,72,
,F03,SYBR,,Unkn,,,29.3874206196369,29.3874206196369,0,NaN,NaN,NaN,0,72,
,F04,SYBR,,Unkn,,,30.8361905424035,30.8361905424035,0,NaN,NaN,NaN,0,72,
,F05,SYBR,,Unkn,,,23.742298206742,23.742298206742,0,NaN,NaN,NaN,0,72,
,F06,SYBR,,Unkn,,,29.3885404322147,29.3885404322147,0,NaN,NaN,NaN,0,72,
,F07,SYBR,,Unkn,,,29.0579377494675,29.0579377494675,0,NaN,NaN,NaN,0,72,
,F08,SYBR,,Unkn,,,30.1443382298226,30.1443382298226,0,NaN,NaN,NaN,0,72,
,F09,SYBR,,Unkn,,,31.7815184147315,31.7815184147315,0,NaN,NaN,NaN,0,72,
,F10,SYBR,,Unkn,,,27.5567736274304,27.5567736274304,0,NaN,NaN,NaN,0,72,
,F11,SYBR,,Unkn,,,31.8197146740422,31.8197146740422,0,NaN,NaN,NaN,0,72,
,G02,SYBR,,Unkn,,,32.9722246796741,32.9722246796741,0,NaN,NaN,NaN,0,72,
,G03,SYBR,,Unkn,,,31.6042362768837,31.6042362768837,0,NaN,NaN,NaN,0,72,
,G04,SYBR,,Unkn,,,38.5946433673709,38.5946433673709,0,NaN,NaN,NaN,0,72,
,G05,SYBR,,Unkn,,,26.5382856328517,26.5382856328517,0,NaN,NaN,NaN,0,72,
,G06,SYBR,,Unkn,,,31.8668668277076,31.8668668277076,0,NaN,NaN,NaN,0,72,
,G07,SYBR,,Unkn,,,31.6582638110761,31.6582638110761,0,NaN,NaN,NaN,0,72,
,G08,SYBR,,Unkn,,,30.8947853443209,30.8947853443209,0,NaN,NaN,NaN,0,72,
,G09,SYBR,,Unkn,,,31.9881316636377,31.9881316636377,0,NaN,NaN,NaN,0,72,
,H02,SYBR,,Unkn,,,32.6490630353691,32.6490630353691,0,NaN,NaN,NaN,0,72,
,H03,SYBR,,Unkn,,,32.1409055776192,32.1409055776192,0,NaN,NaN,NaN,0,72,
,H04,SYBR,,Unkn,,,37.2168257257372,37.2168257257372,0,NaN,NaN,NaN,0,72,
,H05,SYBR,,Unkn,,,26.8060347686604,26.8060347686604,0,NaN,NaN,NaN,0,72,
,H06,SYBR,,Unkn,,,31.7977022507597,31.7977022507597,0,NaN,NaN,NaN,0,72,
,H07,SYBR,,Unkn,,,32.3097660446207,32.3097660446207,0,NaN,NaN,NaN,0,72,
,H08,SYBR,,Unkn,,,30.9785820412131,30.9785820412131,0,NaN,NaN,NaN,0,72,
,H09,SYBR,,Unkn,,,32.378841563761,32.378841563761,0,NaN,NaN,NaN,0,72,
