treatment,control,rep,gene,lfc,fdr,p_value,day,lfc.fitness,fdr.fitness,annotation
heavy,mono,rep1,NSA2,-2.1281,0.001465,3.6461e-4,day13,-1.556,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NSA2,-2.1281,0.001465,3.6461e-4,day5,0.67831,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS13,-2.284,0.001456,3.5555e-4,day13,-2.7053,0.051492,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS13,-2.284,0.001456,3.5555e-4,day5,-1.0188,0.237031,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS12,-1.3989,0.001142,2.6043e-4,day13,-0.69731,0.422431,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS12,-1.3989,0.001142,2.6043e-4,day5,-0.28776,NA,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS16,-2.0306,0.001282,3.012e-4,day13,-2.2885,0.210334,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS16,-2.0306,0.001282,3.012e-4,day5,-1.5741,NA,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,URB1,-1.1241,9.93e-4,2.1967e-4,day13,-1.7734,0.138166,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,URB1,-1.1241,9.93e-4,2.1967e-4,day5,-0.37055,0.24408,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL10A,-1.8668,8.98e-4,1.9249e-4,day13,-3.0504,0.057401,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL10A,-1.8668,8.98e-4,1.9249e-4,day5,-0.38497,0.46458,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NIFK,-1.6281,7.88e-4,1.6532e-4,day13,-1.0676,0.260731,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NIFK,-1.6281,7.88e-4,1.6532e-4,day5,0.48819,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,IMP4,-0.86508,7.88e-4,1.6532e-4,day13,-3.6375,0.051492,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,IMP4,-0.86508,7.88e-4,1.6532e-4,day5,0.1563,NA,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS19,-1.5875,7.88e-4,1.6532e-4,day13,-1.6697,0.088333,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS19,-1.5875,7.88e-4,1.6532e-4,day5,-0.66769,0.115961,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,EIF3I,-1.1663,7.88e-4,1.6079e-4,day13,-3.4775,0.063569,5 EIF3
heavy,mono,rep1,EIF3I,-1.1663,7.88e-4,1.6079e-4,day5,-0.039923,NA,5 EIF3
heavy,mono,rep1,RPS15A,-1.6725,7.46e-4,1.4267e-4,day13,-2.5028,0.128695,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS15A,-1.6725,7.46e-4,1.4267e-4,day5,-0.27176,NA,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPL30,-4.0293,7.31e-4,1.3814e-4,day13,-2.5041,0.172778,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL30,-4.0293,7.31e-4,1.3814e-4,day5,-0.78649,0.348648,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS15,-1.827,7.31e-4,1.3814e-4,day13,-2.9355,0.040892,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS15,-1.827,7.31e-4,1.3814e-4,day5,-1.6107,0.185858,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS21,-1.0695,7.25e-4,1.3361e-4,day13,-1.7495,0.107042,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS21,-1.0695,7.25e-4,1.3361e-4,day5,-0.6944,0.215051,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RRS1,-1.2091,6.25e-4,1.1097e-4,day13,-1.6526,0.248212,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RRS1,-1.2091,6.25e-4,1.1097e-4,day5,0.30075,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS29,-1.7288,4.98e-4,8.3792e-5,day13,-4.0489,0.006767,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS29,-1.7288,4.98e-4,8.3792e-5,day5,-0.36626,0.402644,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,FTSJ3,-1.9894,4.98e-4,8.3792e-5,day13,-1.7833,0.275165,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,FTSJ3,-1.9894,4.98e-4,8.3792e-5,day5,0.62248,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPLP1,-1.9833,4.98e-4,7.9262e-5,day13,-2.2548,0.107042,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPLP1,-1.9833,4.98e-4,7.9262e-5,day5,-0.98314,0.230609,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,LAS1L,-1.2185,4.98e-4,7.9262e-5,day13,-0.87639,0.448919,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,LAS1L,-1.2185,4.98e-4,7.9262e-5,day5,1.0495,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL23,-3.1666,3.04e-4,3.8499e-5,day13,-3.6927,0.038548,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL23,-3.1666,3.04e-4,3.8499e-5,day5,-0.523,0.259005,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOP2,-2.104,4.98e-4,7.9262e-5,day13,-1.3528,0.16071,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOP2,-2.104,4.98e-4,7.9262e-5,day5,0.22947,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,EIF6,-2.9836,4.39e-4,6.5674e-5,day13,-3.2543,0.037283,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,EIF6,-2.9836,4.39e-4,6.5674e-5,day5,-1.3836,0.192404,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RSL1D1,-1.8656,4.39e-4,6.5674e-5,day13,-1.6568,0.318728,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RSL1D1,-1.8656,4.39e-4,6.5674e-5,day5,0.76641,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL11,-3.8823,4.21e-4,6.1145e-5,day13,-2.3102,0.11463,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL11,-3.8823,4.21e-4,6.1145e-5,day5,-1.3193,0.216517,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL10,-3.19,4.21e-4,6.1145e-5,day13,-2.2975,0.192342,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL10,-3.19,4.21e-4,6.1145e-5,day5,-0.77757,0.327417,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,UTP20,-0.87912,4.21e-4,6.1145e-5,day13,-3.1909,0.144599,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,UTP20,-0.87912,4.21e-4,6.1145e-5,day5,0.97732,NA,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPLP2,-2.5005,4.21e-4,6.1145e-5,day13,-2.1143,0.11463,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPLP2,-2.5005,4.21e-4,6.1145e-5,day5,-0.30079,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL5,-3.4977,4.21e-4,6.1145e-5,day13,-2.1374,0.128695,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL5,-3.4977,4.21e-4,6.1145e-5,day5,-1.0659,0.248449,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,BOP1,-2.0104,3.04e-4,3.8499e-5,day13,-1.4144,0.121507,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,BOP1,-2.0104,3.04e-4,3.8499e-5,day5,-0.076947,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL18A,-3.4918,3.62e-4,4.7557e-5,day13,-3.2125,0.066244,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL18A,-3.4918,3.62e-4,4.7557e-5,day5,-0.70249,0.319682,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS3,-1.9996,3.33e-4,4.3028e-5,day13,-3.2563,0.043702,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS3,-1.9996,3.33e-4,4.3028e-5,day5,-0.94381,0.176379,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPL24,-3.781,3.04e-4,3.8499e-5,day13,-3.8845,0.048016,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL24,-3.781,3.04e-4,3.8499e-5,day5,-1.1965,0.124864,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL23A,-3.28,2.84e-4,3.397e-5,day13,-4.9457,0.034907,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL23A,-3.28,2.84e-4,3.397e-5,day5,-1.809,0.019201,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOC2L,-1.9786,2.84e-4,3.397e-5,day13,-2.7644,0.164993,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOC2L,-1.9786,2.84e-4,3.397e-5,day5,-0.40926,0.429476,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL17,-3.0704,2.84e-4,3.397e-5,day13,-3.0208,0.067029,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL17,-3.0704,2.84e-4,3.397e-5,day5,-1.3225,0.062875,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL13,-3.2033,2.84e-4,3.397e-5,day13,-2.103,0.129074,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL13,-3.2033,2.84e-4,3.397e-5,day5,-2.1759,0.088778,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL17-C18ORF32,-2.8273,2.84e-4,3.397e-5,day13,-1.9881,0.108357,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL17-C18ORF32,-2.8273,2.84e-4,3.397e-5,day5,-2.6219,0.108883,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS6,-2.0345,2.78e-4,2.944e-5,day13,-2.4207,0.133613,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS6,-2.0345,2.78e-4,2.944e-5,day5,-0.87646,0.282745,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPL26,-2.2065,2.78e-4,2.944e-5,day13,-2.6169,0.088846,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL26,-2.2065,2.78e-4,2.944e-5,day5,-0.20813,0.461527,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL6,-2.8552,2.16e-4,2.0382e-5,day13,-3.3843,0.048743,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL6,-2.8552,2.16e-4,2.0382e-5,day5,-1.4951,0.186119,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL15,-3.2233,1.72e-4,1.5852e-5,day13,-3.5547,0.061621,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL15,-3.2233,1.72e-4,1.5852e-5,day5,-0.025812,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOP53,-1.9873,1.72e-4,1.5852e-5,day13,-3.4014,0.062826,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOP53,-1.9873,1.72e-4,1.5852e-5,day5,-1.6869,0.119302,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL36,-2.4551,1.72e-4,1.5852e-5,day13,-2.0602,0.145202,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL36,-2.4551,1.72e-4,1.5852e-5,day5,0.42684,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL31,-3.6636,8.2e-5,6.7939e-6,day13,-3.2686,0.076284,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL31,-3.6636,8.2e-5,6.7939e-6,day5,-0.60012,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,PPAN,-2.3077,8.2e-5,6.7939e-6,day13,-3.3024,0.024801,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,PPAN,-2.3077,8.2e-5,6.7939e-6,day5,-1.0093,0.186119,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPF1,-2.0421,8.2e-5,6.7939e-6,day13,-2.862,0.043702,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPF1,-2.0421,8.2e-5,6.7939e-6,day5,-0.60699,0.270386,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL27,-3.5642,8.2e-5,6.7939e-6,day13,-3.3683,0.054517,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL27,-3.5642,8.2e-5,6.7939e-6,day5,-3.7022,0.017319,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL7A,-3.1748,8.2e-5,6.7939e-6,day13,-2.5984,0.120427,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL7A,-3.1748,8.2e-5,6.7939e-6,day5,0.02929,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,MAK16,-2.8912,8.2e-5,6.7939e-6,day13,-3.0077,0.050491,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,MAK16,-2.8912,8.2e-5,6.7939e-6,day5,-1.755,0.062841,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,GTPBP4,-2.8772,8.2e-5,6.7939e-6,day13,-2.7181,0.0718,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,GTPBP4,-2.8772,8.2e-5,6.7939e-6,day5,-0.60863,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NIP7,-1.5436,8.2e-5,6.7939e-6,day13,-4.0217,0.024801,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NIP7,-1.5436,8.2e-5,6.7939e-6,day5,0.1298,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL34,-3.8548,3.6e-5,2.2646e-6,day13,-1.8982,0.129422,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL34,-3.8548,3.6e-5,2.2646e-6,day5,-1.1415,0.381497,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,SURF6,-1.7826,3.6e-5,2.2646e-6,day13,-0.55798,0.483628,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,SURF6,-1.7826,3.6e-5,2.2646e-6,day5,-0.9065,0.341978,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL37A,-2.4321,3.6e-5,2.2646e-6,day13,-2.5945,0.041664,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL37A,-2.4321,3.6e-5,2.2646e-6,day5,-0.075537000000000007,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS24,-1.7631,3.6e-5,2.2646e-6,day13,-5.0465,0.002769,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS24,-1.7631,3.6e-5,2.2646e-6,day5,-0.89127,0.186119,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPL28,-1.4332,3.6e-5,2.2646e-6,day13,-2.669,0.057401,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL28,-1.4332,3.6e-5,2.2646e-6,day5,-0.10027,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL21,-2.7343,3.6e-5,2.2646e-6,day13,-4.1481,0.048016,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL21,-2.7343,3.6e-5,2.2646e-6,day5,-0.84418,0.216517,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL19,-4.3357,3.6e-5,2.2646e-6,day13,-2.9013,0.040892,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL19,-4.3357,3.6e-5,2.2646e-6,day5,-1.5885,0.186119,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,PES1,-2.4365,3.6e-5,2.2646e-6,day13,-1.8333,0.334512,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,PES1,-2.4365,3.6e-5,2.2646e-6,day5,-0.014093,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL18,-3.0151,3.6e-5,2.2646e-6,day13,-3.0804,0.102761,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL18,-3.0151,3.6e-5,2.2646e-6,day5,-1.8601,0.067368,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL3,-2.7464,3.6e-5,2.2646e-6,day13,-2.9517,0.078662,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL3,-2.7464,3.6e-5,2.2646e-6,day5,-0.63488,0.332761,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL37,-4.196,3.6e-5,2.2646e-6,day13,-4.5075,0.024801,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL37,-4.196,3.6e-5,2.2646e-6,day5,-0.87656,0.250125,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL4,-3.3926,3.6e-5,2.2646e-6,day13,-1.7543,0.187595,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL4,-3.3926,3.6e-5,2.2646e-6,day5,-0.80948,0.300585,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPLP0,-4.0221,3.6e-5,2.2646e-6,day13,-3.3086,0.041664,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPLP0,-4.0221,3.6e-5,2.2646e-6,day5,-0.97534,0.186119,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL35A,-3.6368,3.6e-5,2.2646e-6,day13,-3.7558,0.038548,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL35A,-3.6368,3.6e-5,2.2646e-6,day5,-1.7232,0.051454,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL9,-3.5667,3.6e-5,2.2646e-6,day13,-4.5848,0.034907,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL9,-3.5667,3.6e-5,2.2646e-6,day5,-1.5543,0.079733,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL38,-2.3719,3.6e-5,2.2646e-6,day13,-2.2265,0.062153,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL38,-2.3719,3.6e-5,2.2646e-6,day5,-0.083589,0.449299,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOP16,-2.31,3.6e-5,2.2646e-6,day13,-3.8336,0.02284,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOP16,-2.31,3.6e-5,2.2646e-6,day5,-0.1108,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL32,-2.9738,3.6e-5,2.2646e-6,day13,-3.9103,0.043702,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL32,-2.9738,3.6e-5,2.2646e-6,day5,-1.1328,0.132139,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,SDAD1,-2.2902,3.6e-5,2.2646e-6,day13,-2.5854,0.068807,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,SDAD1,-2.2902,3.6e-5,2.2646e-6,day5,0.25493,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RSL24D1,-2.2487,3.6e-5,2.2646e-6,day13,-3.439,0.029428,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RSL24D1,-2.2487,3.6e-5,2.2646e-6,day5,-0.35678,0.417794,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,BRIX1,-2.7593,3.6e-5,2.2646e-6,day13,-2.4076,0.156843,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,BRIX1,-2.7593,3.6e-5,2.2646e-6,day5,-0.46704,0.305236,"1 60S ribosome 
& biogenesis"
